title,authors,average_rating,isbn,# num_pages,library_url
The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,4.2,0061136905,432,https://openlibrary.org/books/OL17204573M/The_crusader
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.12,0684848236,304,https://openlibrary.org/books/OL23058606M/Ronald_Reagan
Ethan Frome,Edith Wharton,3.38,0142437808,189,https://openlibrary.org/books/OL3427232M/Ethan_Frome
Ethan Frome and Summer,Edith Wharton-Elizabeth Strout,3.86,0375757287,274,https://openlibrary.org/books/OL6796290M/Ethan_Frome
A Son at the Front,Edith Wharton-Shari Benstock,3.5,087580568X,239,https://openlibrary.org/books/OL785344M/A_son_at_the_front
Collected Stories  1891-1910,Edith Wharton-Maureen Howard,4.3,1883011930,928,https://openlibrary.org/books/OL6792481M/Collected_stories_1891-1910
A Backward Glance,Edith Wharton-Louis Auchincloss,3.77,0684847558,385,https://openlibrary.org/books/OL7721959M/A_Backward_Glance
Edith Wharton's The Age of Innocence (Bloom's Modern Critical Interpretations),Harold Bloom-Edith Wharton,3.71,0791081265,205,https://openlibrary.org/books/OL3293316M/Edith_Wharton's_The_age_of_innocence
Complete Works of Oscar Wilde,Oscar Wilde-Merlin Holland,4.45,0007144350,1270,https://openlibrary.org/books/OL22017707M/Collins_complete_works_of_Oscar_Wilde.
Oscar Wilde,Richard Ellmann,4.24,0394759842,736,https://openlibrary.org/books/OL2060656M/Oscar_Wilde
An Ideal Husband,Oscar Wilde,4.04,048641423X,78,https://openlibrary.org/books/OL6793489M/An_ideal_husband
The Picture of Dorian Gray,Oscar Wilde-Jeffrey Eugenides,4.07,0375751513,367,https://openlibrary.org/books/OL3382849M/The_picture_of_Dorian_Gray
De Profundis and Other Writings,Oscar Wilde-Hesketh Pearson,4.21,014043089X,252,https://openlibrary.org/books/OL20735260M/De_profundis_and_other_writings
Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,3.93,1590528603,94,https://openlibrary.org/books/OL8847962M/Sense_and_Sensuality
Travels with Charley: In Search of America,John Steinbeck,4.08,0142000701,214,https://openlibrary.org/books/OL3955107M/Travels_with_Charley
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck-Elaine Steinbeck-Robert DeMott,4.37,1883011019,909,https://openlibrary.org/books/OL1079604M/Novels_and_stories_1932-1937
The Pearl,John Steinbeck,3.45,0142000698,96,https://openlibrary.org/books/OL3955381M/The_pearl
The Life and Times of Scrooge McDuck,Don Rosa,4.66,0911903968,266,https://openlibrary.org/books/OL8318609M/The_Life_and_Times_of_Scrooge_McDuck
The Life and Times of Scrooge McDuck Companion,Don Rosa,4.47,1888472405,208,https://openlibrary.org/books/OL8710775M/The_Life_and_Times_of_Scrooge_McDuck_Companion
The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13,1592241336,168,https://openlibrary.org/books/OL27290486M/The_Last_Christmas_of_Ebenezer_Scrooge_The_Sequel_to_A_Christmas_Carol
Uncle Scrooge #359,Don Rosa-Carl Barks-Lars Jensen-Pat McGreal-Carol McGreal-Frank Jonker-Romano Scarpa-Mau Heymans-José Massaroli,4.0,1888472421,64,https://openlibrary.org/books/OL23095844M/Walt_Disney's_Uncle_Scrooge.
A Christmas Story,Jean Shepherd,4.09,0767916220,131,https://openlibrary.org/books/OL3686590M/A_Christmas_story
The Christmas Story,Jane Werner Watson-Eloise Wilkin,4.42,0307989135,24,https://openlibrary.org/books/OL9792443M/The_Christmas_Story
A Christmas Carol,Charles Dickens-P.J. Lynch,4.04,0763631205,160,https://openlibrary.org/books/OL3432089M/A_Christmas_carol
A Christmas Carol,Charles Dickens,4.04,1580495796,112,https://openlibrary.org/books/OL26334758M/A_Christmas_carol
The Annotated Christmas Carol,Charles Dickens-Michael Patrick Hearn-John Leech,4.04,0393051587,266,https://openlibrary.org/books/OL3684001M/The_annotated_Christmas_carol
Charles Dickens' A Christmas Carol,Jane Parker Resnick-Christian Birmingham,4.13,0762408480,56,https://openlibrary.org/books/OL6801135M/A_Christmas_carol
Little Dorrit,Charles Dickens-Hablot Knight Browne-David Gates,3.98,037575914X,1347,https://openlibrary.org/books/OL3951097M/Little_Dorrit
A Christmas Carol and Other Christmas Writings,Charles Dickens-Michael Slater,4.13,0140439056,288,https://openlibrary.org/books/OL3324012M/A_Christmas_carol_and_other_Christmas_writings
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4.0,0684865378,128,https://openlibrary.org/books/OL48061M/The_life_of_Our_Lord
Hard Times,Charles Dickens,3.52,0321107217,353,https://openlibrary.org/books/OL10459781M/Hard_Times_(A_Longman_Cultural_Edition)
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.81,0385517238,360,https://openlibrary.org/books/OL24210731M/The_innocent_man
The Last Juror,John Grisham,3.86,0385339682,278,no response found
Bleachers,John Grisham,3.47,0099468190,229,no response found
The Testament,John Grisham-Jorma-Veikko Sappinen,3.85,0440234743,535,https://openlibrary.org/books/OL16185711M/The_testament
The Rainmaker,John Grisham,3.93,0385339607,419,https://openlibrary.org/books/OL26338680M/The_rainmaker
The Partner,John Grisham,3.91,0385339100,416,no response found
The Street Lawyer,John Grisham,3.83,0385339097,384,https://openlibrary.org/books/OL7439460M/The_Street_Lawyer
The Summons,John Grisham,3.69,0385339593,384,https://openlibrary.org/books/OL7439480M/The_Summons
The Brethren,John Grisham,3.73,0385339674,384,https://openlibrary.org/books/OL7439483M/The_Brethren
The Chamber,John Grisham,3.78,0385339666,632,https://openlibrary.org/books/OL26337689M/The_Chamber
The King of Torts,John Grisham,3.67,0385339658,276,https://openlibrary.org/books/OL26332596M/The_king_of_torts
Skipping Christmas,John Grisham,3.48,0099481685,198,https://openlibrary.org/books/OL7318929M/Skipping_Christmas
The Firm,John Grisham-Robin Waterfield,4.0,0582418275,76,https://openlibrary.org/books/OL18394938M/The_firm
The Client,John Grisham,3.99,0385339089,483,https://openlibrary.org/books/OL3433820M/The_client
A Painted House,John Grisham,3.69,0385337930,384,https://openlibrary.org/books/OL7439419M/A_Painted_House
The Summons / The Brethren,John Grisham-Michael Beck-Frank  Muller,3.99,0739342770,0,https://openlibrary.org/books/OL7915156M/The_Summons_The_Brethren
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,0385335970,743,https://openlibrary.org/books/OL7439363M/Dragonfly_in_Amber
The Great Book of Amber (The Chronicles of Amber  #1-10),Roger Zelazny,4.3,0380809060,1258,https://openlibrary.org/books/OL43205M/The_Great_Book_of_Amber
Forever Amber,Kathleen Winsor,3.99,0141009829,972,https://openlibrary.org/books/OL19047514M/Forever_Amber
Amber Brown Is Green With Envy,Paula Danziger-Tony Ross,3.96,0439071712,160,https://openlibrary.org/books/OL24229430M/Amber_Brown_is_green_with_envy
Amber Brown Is Not a Crayon,Paula Danziger-Tony Ross,3.84,0142406198,96,https://openlibrary.org/books/OL7360836M/Amber_Brown_Is_Not_A_Crayon_(Amber_Brown)
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.86,0786937424,336,https://openlibrary.org/books/OL8144469M/Amber_and_Ashes_(Dragonlance_The_Dark_Disciple_Vol._1)
The Waste Lands (The Dark Tower  #3),Stephen King-Ned Dameron,4.24,0747411875,509,https://openlibrary.org/books/OL7960996M/Dark_Tower
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer-Douglas Carrel,3.82,0763628107,221,https://openlibrary.org/books/OL17945203M/The_dragon's_eye
Dragon's Eye (Stonefort  #1),James A. Hetley,3.42,0441013724,368,no response found
Eye of the Dragon (Fighting Fantasy: Reissues 1  #21),Ian Livingstone,3.51,1840466421,200,https://openlibrary.org/books/OL8915966M/Eye_of_the_Dragon
An Eye For The Dragon: Southeast Asia Observed  1954-1986 (New Edition),Dennis Bloodworth,4.11,997165217X,472,https://openlibrary.org/books/OL21490916M/An_eye_for_the_dragon
Dragon's Eye,Christopher Stasheff-William R. Forstchen-Nick DiChario-S.N. Lewitt-Bill Fawcett-Mike Resnick-Mickey Zucker Reichert-S.M. Stirling-Diane Duane-Jody Lynn Nye-Roland J. Green-Teresa Patterson-Judith R. Conly,3.46,0671876090,279,https://openlibrary.org/books/OL7667215M/Dragon's_Eye
The Stand,Stephen King,4.34,1568495714,1344,https://openlibrary.org/books/OL8689612M/The_Stand
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas-Wallace Tripp,4.39,0688093388,32,https://openlibrary.org/books/OL2217791M/Stand_back_said_the_elephant_I'm_going_to_sneeze!
Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,0452011469,336,https://openlibrary.org/books/OL1112927M/Here_I_stand
Rebel Stand (Enemy Lines  #2) (Star Wars: The New Jedi Order  #12),Aaron Allston,3.84,0345428684,384,https://openlibrary.org/books/OL3281951M/Enemy_lines_II
The Stand: Das letzte Gefecht,Stephen King-Joachim Körber,4.34,3404134117,1227,https://openlibrary.org/books/OL21823387M/The_Stand.
'Salem's Lot,Stephen King-Jerry N. Uelsmann,4.25,0385516487,594,https://openlibrary.org/books/OL3421116M/'Salem's_Lot
'Salem's Lot,Stephen King-Ron McLarty,4.01,0743536967,17,https://openlibrary.org/books/OL26764113M/'Salem's_Lot
'Salem's Lot,Stephen King,4.01,0965772411,405,no response found
The Shining / Salems Lot / Night Shift / Carrie,Stephen King,4.67,0905712609,991,https://openlibrary.org/books/OL24219565M/The_Shining_'Salem's_Lot_Night_Shift_Carrie
Carrie / 'Salem's Lot / The Shining,Stephen King,4.53,0517219026,1096,https://openlibrary.org/books/OL7681507M/Stephen_King_Three_Complete_Novels
'Salem's Lot,Stephen King,4.01,0451150651,446,https://openlibrary.org/books/OL20938892M/'Salem's_Lot
'Salem's Lot,Stephen King,4.01,0451092317,427,https://openlibrary.org/books/OL7570737M/Salem's_Lot
'Salem's Lot,Stephen King,4.01,0340770538,586,no response found
El misterio de Salem's Lot,Stephen King-Marta I. Guastavino,4.01,8497931025,528,https://openlibrary.org/books/OL9155012M/El_misterio_de_Salem's_Lot
Orientalism,Edward W. Said,4.09,0141187425,396,https://openlibrary.org/books/OL7359229M/Orientalism_(Penguin_Modern_Classics)
Dangerous Knowledge: Orientalism and Its Discontents,Robert Irwin,3.7,158567835X,376,https://openlibrary.org/books/OL17208384M/Dangerous_knowledge
Orientalism History  Theory  and the Arts,John M. MacKenzie,2.95,0719045789,256,https://openlibrary.org/books/OL1117287M/Orientalism
Defending the West: A Critique of Edward Said's Orientalism,Ibn Warraq,3.62,1591024846,556,https://openlibrary.org/books/OL17962768M/Defending_the_West
Interpreter of Maladies,Jhumpa Lahiri,4.14,0618101365,198,https://openlibrary.org/books/OL7603671M/Interpreter_of_Maladies
The Faiths of the Founding Fathers,David L. Holmes,3.86,0195300920,225,https://openlibrary.org/books/OL3416809M/The_faiths_of_the_founding_fathers
Sisterhood of the Traveling Pants / Second Summer of the Sisterhood / Girls in Pants (Sisterhood #1-3),Ann Brashares,4.02,0385734247,1040,https://openlibrary.org/books/OL7442060M/Sisterhood_of_the_Traveling_Pants_Second_Summer_of_the_Sisterhood_Girls_in_Pants_(3_Book_Set)
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.82,0553375938,338,https://openlibrary.org/books/OL7826368M/Girls_in_Pants_The_Third_Summer_of_the_Sisterhood_(Sisterhood_3)
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,0385729367,384,https://openlibrary.org/books/OL18934565M/Forever_in_blue
The Second Summer of the Sisterhood (Sisterhood  #2),Ann Brashares,3.79,0385731051,373,https://openlibrary.org/books/OL17626383M/The_second_summer_of_the_sisterhood
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park-Denise Brunkus,4.03,0375823026,86,https://openlibrary.org/books/OL3577422M/Junie_B._first_grader
Nineteen Eighty-Four,George Orwell-Thomas Pynchon,4.17,0452284236,339,https://openlibrary.org/books/OL26224448M/Nineteen_eighty-four
Animal Farm / 1984,George Orwell-Christopher Hitchens,4.28,0151010269,400,https://openlibrary.org/books/OL26497359M/Animal_Farm_1984
1984,George Orwell-Walter Cronkite-Erich Fromm,4.17,0451519841,268,https://openlibrary.org/books/OL7576829M/1984
1984,George Orwell-Erich Fromm,4.17,0451516753,268,https://openlibrary.org/books/OL7576669M/1984
Nineteen Eighty-Four,George Orwell,4.17,1421808323,387,https://openlibrary.org/books/OL8491447M/1984
Brave New World / Brave New World Revisited,Aldous Huxley-Christopher Hitchens,4.16,0060776099,340,https://openlibrary.org/books/OL7281510M/Brave_New_World_and_Brave_New_World_Revisited
Brave New World and Brave New World Revisited,Aldous Huxley-Christopher Hitchens,4.16,0060535261,340,https://openlibrary.org/books/OL3301586M/Brave_new_world
Brave New World Revisited,Aldous Huxley,3.94,0060898526,123,https://openlibrary.org/books/OL7283820M/Brave_New_World_Revisited_(P.S.)
Brave New World,Aldous Huxley,3.98,0060850523,259,https://openlibrary.org/books/OL26498498M/Brave_New_World
Andrew Carnegie,David Nasaw,3.97,1594201048,896,https://openlibrary.org/books/OL8875951M/Andrew_Carnegie
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,0375413316,1313,https://openlibrary.org/books/OL3970138M/The_Cairo_trilogy
Palace Walk,Naguib Mahfouz-William M. Hutchins-Olive E. Kenny-Naguib Mahfouz,4.15,0552995800,498,https://openlibrary.org/books/OL7816162M/Palace_Walk
Children of the Alley,Naguib Mahfouz-Peter Theroux,4.1,0385264739,464,https://openlibrary.org/books/OL22860033M/Children_of_the_alley
Sugar Street,Naguib Mahfouz-Naguib Mahfouz,4.23,0552995827,320,https://openlibrary.org/books/OL27922597M/Tomorrow's_World_The_Last_Frontier
Palace of Desire,Naguib Mahfouz,4.21,0552995819,432,https://openlibrary.org/books/OL22117371M/Palace_of_desire
Akhenaten: Dweller in Truth,Naguib Mahfouz-Tagreid Abu-Hassabo,3.81,0385499094,168,https://openlibrary.org/books/OL20763635M/Akhenaten_dweller_in_truth
Adrift on the Nile,Naguib Mahfouz-Frances Liardet,3.82,0385423330,167,https://openlibrary.org/books/OL1421198M/Adrift_on_the_Nile
Midaq Alley,Naguib Mahfouz-Trevor Le Gassick,3.84,0385264763,298,https://openlibrary.org/books/OL1548026M/Midaq_Alley
Arabian Nights and Days,Naguib Mahfouz-Denys Johnson-Davies,4.11,0385469012,228,https://openlibrary.org/books/OL22149380M/Arabian_nights_and_days
The Harafish,Naguib Mahfouz-Catherine Cobham-Naguib Mahfouz,4.35,0385423357,416,https://openlibrary.org/books/OL1112447M/The_harafish
The Day the Leader Was Killed,Naguib Mahfouz-Surgana-Naguib Mahfouz,3.64,0385499221,112,https://openlibrary.org/books/OL17596681M/The_day_the_leader_was_killed
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies-Alison Leslie Gold,4.28,0671662341,252,https://openlibrary.org/books/OL7661455M/Anne_Frank_Remembered
The Diary of Anne Frank: The Revised Critical Edition,Anne Frank-Gerrold van der Stroom-David Barnouw-Netherlands Institute For War Documentation-Arnold J. Pomerans-B.M. Mooyart-Doubleday-Susan Massotty,4.13,0385508476,851,https://openlibrary.org/books/OL3702666M/The_diary_of_Anne_Frank
The Diary of Anne Frank,Frances Goodrich-Albert Hackett-Wendy Kesselman,4.04,082221718X,70,https://openlibrary.org/books/OL13628341M/The_diary_of_Anne_Frank
Anne Frank: Life in Hiding,Johanna Hurwitz-Vera Rosenberry,3.99,0380732548,64,https://openlibrary.org/books/OL6804940M/Anne_Frank
Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,0822011085,80,https://openlibrary.org/books/OL13589449M/A_raisin_in_the_sun
Dear John,Nicholas Sparks,4.03,0446528056,276,https://openlibrary.org/books/OL20932647M/A_Bend_in_the_Road
All the King's Men,Robert Penn Warren,4.09,0156004801,439,https://openlibrary.org/books/OL981725M/All_the_king's_men
Cliffs notes on Warren's All the King's Men,L. David Allen,3.4,0822001462,80,no response found
All the King's Men: Three Stage Versions,Robert Penn Warren-James A. Perkins-James A. Grimshaw,4.0,0820320978,264,https://openlibrary.org/books/OL44533M/Robert_Penn_Warren's_All_the_king's_men
Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King-Lou Schuler-Frederick Deluvier,3.99,1579547699,364,https://openlibrary.org/books/OL8758170M/Men's_Health
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard Feynman,4.28,0393316041,391,https://openlibrary.org/books/OL7453403M/Surely_You're_Joking_Mr._Feynman!_(Adventures_of_a_Curious_Character)
The Feynman Lectures on Physics  3 Vols,Richard Feynman-Robert B. Leighton-Matthew L. Sands,4.6,0201500647,3,no response found
The Feynman Lectures on Physics,Richard Feynman-Robert B. Leighton-Matthew L. Sands,4.6,0805390456,1552,https://openlibrary.org/books/OL7934664M/The_Feynman_Lectures_on_Physics_including_Feynman's_Tips_on_Physics
What Do You Care What Other People Think?,Richard Feynman,4.27,0393320928,256,https://openlibrary.org/books/OL7453736M/What_Do_You_Care_What_Other_People_Think
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard Feynman-Michelle Feynman,4.24,0738206369,512,https://openlibrary.org/books/OL3391618M/Perfectly_reasonable_deviations_from_the_beaten_track
QED: The Strange Theory of Light and Matter,Richard Feynman,4.24,0691024170,158,https://openlibrary.org/books/OL15513291M/QED.
Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,4.2,0465023924,138,https://openlibrary.org/books/OL7593388M/Six_Easy_Pieces
Kiffe Kiffe Demain (French Edition),Faïza Guène,3.38,0785990232,182,https://openlibrary.org/books/OL8104209M/Kiffe_Kiffe_Demain
iWoz,Steve Wozniak-Gina Smith,3.86,0393061434,313,https://openlibrary.org/books/OL17205556M/iWoz
Jack: Straight from the Gut,Jack Welch-John A. Byrne-Mike Barnicle,3.81,5559608475,496,https://openlibrary.org/books/OL9045352M/Jack
Cradle to Cradle: Remaking the Way We Make Things,William McDonough-Michael Braungart,4.11,0865475873,193,https://openlibrary.org/books/OL22550722M/Cradle_to_Cradle
Cradle and All,James Patterson,3.86,0446609404,384,https://openlibrary.org/books/OL20381942M/Cradle_and_all
